,month,year,title,production_budget,domestic_gross,worldwide_gross
2363,8,1995,The Thief and the Cobbler,24000000.0,669276.0,669276.0
2364,6,2005,The Bridge of San Luis Rey,24000000.0,49981.0,1696765.0
2365,12,2007,Flood,24000000.0,0.0,4084232.0
2366,10,2009,Zombieland,23600000.0,75590286.0,102236596.0
2367,5,1980,Star Wars Ep. V: The Empire Strikes Back,23000000.0,290271960.0,534161334.0
2368,11,1998,The Waterboy,23000000.0,161491646.0,190191646.0
2369,6,1991,The Naked Gun 2Â½: The Smell of Fear,23000000.0,86930411.0,86930411.0
2370,11,2018,Green Book,23000000.0,85080171.0,322034439.0
2371,4,1995,Bad Boys,23000000.0,65647413.0,141247413.0
2372,1,2015,The Wedding Ringer,23000000.0,64460211.0,80171596.0
2373,3,2000,Final Destination,23000000.0,53302314.0,112036870.0
2374,12,1976,King Kong,23000000.0,52614445.0,90614445.0
2375,10,2011,The Ides of March,23000000.0,40962534.0,77735925.0
2376,2,2000,Pitch Black,23000000.0,39235088.0,53182088.0
2377,10,2018,The Hate U Give,23000000.0,29719483.0,35067665.0
2378,3,2001,Someone Like You,23000000.0,27338033.0,38684906.0
2379,1,2014,Her,23000000.0,25568251.0,48163815.0
2380,10,2001,Joy Ride,23000000.0,21973182.0,21973182.0
2381,2,2012,Kari gurashi no Arietti,23000000.0,19192510.0,151496097.0
2382,1,2012,Haywire,23000000.0,18942396.0,36374700.0
2383,11,1999,Anywhere But Here,23000000.0,18653615.0,18653615.0
2384,9,2004,Vanity Fair,23000000.0,16123851.0,19123851.0
2385,2,2016,Eddie the Eagle,23000000.0,15789389.0,45060480.0
2386,7,1987,Jaws 4: The Revenge,23000000.0,15728335.0,15728335.0
2387,8,2000,The Crew,23000000.0,13019253.0,13019253.0
2388,12,1996,Marvin's Room,23000000.0,12803305.0,12803305.0
2389,1,2004,Chasing Liberty,23000000.0,12189514.0,12291975.0
2390,8,2008,The Longshots,23000000.0,11511323.0,11778396.0
2391,12,1999,The End of the Affair,23000000.0,10660147.0,10660147.0
2392,8,1991,Harley Davidson and the Marlboro Man,23000000.0,7018525.0,7018525.0
2393,9,2007,In the Valley of Elah,23000000.0,6777741.0,24489150.0
2394,9,2009,Coco avant Chanel,23000000.0,6113834.0,50813834.0
2395,6,2009,ChÃ©ri,23000000.0,2715657.0,2715657.0
2396,6,2013,Redemption,23000000.0,36686.0,13593473.0
2397,4,2008,Rogue,23000000.0,10452.0,4673377.0
2398,5,2017,ChÄi dÃ n zhuÄnjiÄ,23000000.0,0.0,58807172.0
2399,3,2011,Shi Yue Wei Cheng,23000000.0,0.0,44195779.0
2400,6,1987,Spaceballs,22700000.0,38119483.0,38119483.0
2401,6,2007,1408,22500000.0,71985628.0,131263370.0
2402,11,2016,Nocturnal Animals,22500000.0,10663357.0,32398681.0
2403,4,2015,The Water Diviner,22500000.0,4200117.0,31054727.0
2404,7,1990,Ghost,22000000.0,217631306.0,517600000.0
2405,7,1998,There's Something About Mary,22000000.0,176484651.0,369884651.0
2406,11,1994,The Santa Clause,22000000.0,144833357.0,189800000.0
2407,9,2007,The Game Plan,22000000.0,90648202.0,146590987.0
2408,3,2002,The Rookie,22000000.0,75600072.0,80491516.0
2409,6,1995,The Bridges of Madison County,22000000.0,71516617.0,175516617.0
2410,2,2014,Son of God,22000000.0,59700064.0,70949793.0
2411,6,2001,The Animal,22000000.0,55762229.0,55762229.0
2412,8,2014,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0
2413,12,1982,Gandhi,22000000.0,52767889.0,127767889.0
2414,9,2003,Underworld,22000000.0,51970690.0,95708457.0
2415,7,1995,The Net,22000000.0,50621733.0,110521733.0
2416,8,2012,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0
2417,12,2001,I Am Sam,22000000.0,40270895.0,92542418.0
2418,11,2005,Derailed,22000000.0,36020063.0,57520063.0
2419,9,2009,The Informant!,22000000.0,33316821.0,41771168.0
2420,11,2013,Delivery Man,22000000.0,30659817.0,70536870.0
2421,2,2016,"Hail, Caesar!",22000000.0,30080225.0,64160680.0
2422,8,2001,Jay and Silent Bob Strike Back,22000000.0,30059386.0,33762400.0
2423,12,1993,Shadowlands,22000000.0,25842377.0,25842377.0
2424,8,2008,Traitor,22000000.0,23530831.0,27882226.0
2425,8,2005,Deuce Bigalow: European Gigolo,22000000.0,22400154.0,45273464.0
2426,5,2017,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0
2427,1,2008,Mad Money,22000000.0,20668843.0,25044057.0
2428,11,2013,Homefront,22000000.0,20158492.0,51695362.0
2429,9,2008,Igor,22000000.0,19528602.0,31013349.0
2430,2,2001,Saving Silverman,22000000.0,19351569.0,25873142.0
2431,7,1999,Summer of Sam,22000000.0,19288130.0,19288130.0
2432,9,2001,The Glass House,22000000.0,17951431.0,22861785.0
2433,9,2015,The Transporter Refueled,22000000.0,16029670.0,69698495.0
2434,6,1980,The Island,22000000.0,15716828.0,15716828.0
2435,4,2001,Josie and the Pussycats,22000000.0,14252830.0,14252830.0
2436,8,2012,Hit & Run,22000000.0,13749300.0,17216955.0
2437,10,2000,The Little Vampire,22000000.0,13555988.0,13555988.0
2438,10,2004,I Heart Huckabees,22000000.0,12784713.0,20034713.0
2439,11,2017,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0
2440,12,2013,Out of the Furnace,22000000.0,11330849.0,15434375.0
2441,11,1993,RoboCop 3,22000000.0,10696210.0,10696210.0
2442,8,1999,Dudley Do-Right,22000000.0,9818792.0,9818792.0
2443,12,2017,Just Getting Started,22000000.0,6069605.0,6756412.0
2444,9,2001,Megiddo: Omega Code 2,22000000.0,6047691.0,6047691.0
2445,1,1970,Darling Lili,22000000.0,5000000.0,5000000.0
2446,11,2005,The Libertine,22000000.0,4835065.0,9448623.0
2447,4,2007,Zwartboek,22000000.0,4398532.0,27238354.0
2448,10,2014,Before I Go to Sleep,22000000.0,3242457.0,19563579.0
2449,10,2010,Stone,22000000.0,1810078.0,4065020.0
2450,3,2006,Joyeux NoÃ«l,22000000.0,1054361.0,23134075.0
2451,12,2013,Metegol,22000000.0,0.0,34061097.0
2452,6,1977,Sorcerer,21600000.0,12000000.0,12005968.0
2453,7,2007,MoliÃ¨re,21600000.0,635733.0,791154.0
2454,10,2007,Michael Clayton,21500000.0,49033882.0,92987651.0
2455,7,1999,Arlington Road,21500000.0,24419219.0,24419219.0
2456,12,1996,My Fellow Americans,21500000.0,22331846.0,22331846.0
2457,6,2012,To Rome with Love,21500000.0,16684352.0,74326015.0
2458,11,2012,Silver Linings Playbook,21000000.0,132092958.0,236412453.0
2459,4,2018,Blockers,21000000.0,60311495.0,94045328.0
2460,4,2019,Pet Sematary,21000000.0,54724696.0,109501146.0
2461,6,1999,"South Park: Bigger, Longer & Uncut",21000000.0,52037603.0,52037603.0
2462,6,1982,Firefox,21000000.0,45785720.0,45785720.0
2463,4,2010,Death at a Funeral,21000000.0,42739347.0,48977233.0
2464,3,1993,Teenage Mutant Ninja Turtles III,21000000.0,42273609.0,42273609.0
2465,9,2001,Hardball,21000000.0,40222729.0,43728560.0
2466,11,2010,For Colored Girls,21000000.0,37729698.0,38017873.0
2467,1,2007,Freedom Writers,21000000.0,36605602.0,43632609.0
2468,8,2017,Kidnap,21000000.0,30718107.0,34836080.0
2469,10,2002,The Transporter,21000000.0,25296447.0,43928932.0
2470,3,2008,Never Back Down,21000000.0,24850922.0,39319801.0
2471,12,2011,Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0
2472,9,2017,Victoria and Abdul,21000000.0,22245070.0,68271146.0
2473,11,1999,The Bachelor,21000000.0,21731001.0,36882378.0
2474,3,1999,The Rage: Carrie 2,21000000.0,17760244.0,17760244.0
2475,8,2008,Swing Vote,21000000.0,16289867.0,17589867.0
2476,6,2009,Away We Go,21000000.0,9451946.0,10108016.0
2477,9,2002,Moonlight Mile,21000000.0,6830957.0,6830957.0
2478,5,2011,The Beaver,21000000.0,970816.0,5046038.0
2479,2,2017,Bitter Harvest,21000000.0,557241.0,606162.0
2480,10,1999,Molly,21000000.0,17396.0,17396.0
2481,2,2019,Velvet Buzzsaw,21000000.0,0.0,0.0
2482,4,1999,eXistenZ,20700000.0,2840417.0,2840417.0
2483,7,1982,The Best Little Whorehouse in Texas,20500000.0,69701637.0,69701637.0
2484,8,2006,Pulse,20500000.0,20264436.0,30241435.0
2485,11,1991,Beauty and the Beast,20000000.0,376057266.0,608431132.0
2486,6,1981,Raiders of the Lost Ark,20000000.0,225686079.0,367452079.0
2487,3,2019,Us,20000000.0,175006930.0,254210310.0
2488,11,1992,Home Alone 2: Lost in New York,20000000.0,173585516.0,358994850.0
2489,11,1977,Close Encounters of the Third Kind,20000000.0,169100479.0,340800479.0
2490,5,1987,Beverly Hills Cop II,20000000.0,153665036.0,276665036.0
2491,12,2016,La La Land,20000000.0,151101803.0,426351163.0
2492,7,2013,The Conjuring,20000000.0,137400141.0,318000141.0
2493,3,2003,Bringing Down the House,20000000.0,132675402.0,164675402.0
2494,11,2017,Wonder,20000000.0,132422809.0,304604712.0
2495,2,1991,The Silence of the Lambs,20000000.0,130726716.0,275726716.0
2496,2,1992,Wayne's World,20000000.0,121697323.0,183097323.0
2497,10,2010,Jackass 3D,20000000.0,117229692.0,171685793.0
2498,7,2016,Bad Moms,20000000.0,113257297.0,180998716.0
2499,1,2019,Glass,20000000.0,111035005.0,245303505.0
2500,6,1978,Jaws 2,20000000.0,102922376.0,208900376.0
2501,10,2008,Beverly Hills Chihuahua,20000000.0,94514402.0,154218168.0
2502,7,2014,Tammy,20000000.0,84525432.0,96407655.0
2503,1,2005,Are We There Yet?,20000000.0,82674398.0,98114471.0
2504,11,2011,The Descendants,20000000.0,82624961.0,175507800.0
2505,10,2003,School of Rock,20000000.0,81261177.0,131944672.0
2506,4,2007,Disturbia,20000000.0,80818974.0,118537627.0
2507,7,1993,Free Willy,20000000.0,77698625.0,153698625.0
2508,10,2016,Tyler Perryâs Boo! A Madea Halloween,20000000.0,73206343.0,73206343.0
2509,8,1995,Mortal Kombat,20000000.0,70433227.0,122133227.0
2510,6,2004,White Chicks,20000000.0,69148997.0,111448997.0
2511,4,2009,Obsessed,20000000.0,68261644.0,73964713.0
2512,4,2003,Holes,20000000.0,67383924.0,71232214.0
2513,6,2012,Tyler Perry's Madea's Witness Protection,20000000.0,65653242.0,66950887.0
2514,3,2010,The Last Song,20000000.0,62950384.0,92678948.0
2515,4,2010,Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0
2516,10,1998,La vita Ã¨ bella,20000000.0,57598247.0,229385361.0
2517,10,2013,12 Years a Slave,20000000.0,56671993.0,181025343.0
2518,12,2002,Drumline,20000000.0,56398162.0,56398162.0
2519,6,2016,Me Before You,20000000.0,56245075.0,208265198.0
2520,2,2019,What Men Want,20000000.0,54611903.0,69911903.0
2521,4,2016,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0
2522,12,1990,Edward Scissorhands,20000000.0,53976987.0,53976987.0
2523,9,2018,A Simple Favor,20000000.0,53548586.0,97628717.0
2524,1,2015,Selma,20000000.0,52076908.0,66776576.0
2525,12,1980,Popeye,20000000.0,49823037.0,49823037.0
2526,2,2006,Date Movie,20000000.0,48548426.0,85146165.0
2527,2,2002,Peter Pan: Return to Neverland,20000000.0,48430258.0,109862682.0
2528,2,2003,The Jungle Book 2,20000000.0,47901582.0,140122225.0
2529,3,2007,Premonition,20000000.0,47852604.0,81461343.0
2530,10,2017,Tyler Perryâs Boo 2! A Madea Halloween,20000000.0,47319572.0,47879572.0
2531,2,2005,Boogeyman,20000000.0,46752382.0,67192859.0
2532,2,2000,The Tigger Movie,20000000.0,45542421.0,96147688.0
2533,11,2015,Spotlight,20000000.0,45055776.0,92088460.0
2534,3,2018,Acrimony,20000000.0,43549096.0,46627836.0
2535,6,2015,Max,20000000.0,42656255.0,43658157.0
2536,3,2008,Meet the Browns,20000000.0,41975388.0,41975388.0
2537,7,2009,Orphan,20000000.0,41596251.0,78769428.0
2538,11,2017,The Star,20000000.0,40847995.0,62758010.0
2539,1,2007,Epic Movie,20000000.0,39739367.0,86858578.0
2540,9,2008,Lakeview Terrace,20000000.0,39263506.0,44821299.0
2541,10,2006,The Grudge 2,20000000.0,39143839.0,70743839.0
2542,7,2016,Nerve,20000000.0,38583626.0,70652284.0
2543,5,1982,Conan the Barbarian,20000000.0,38264085.0,79114085.0
2544,8,1998,How Stella Got Her Groove Back,20000000.0,37672944.0,37672944.0
2545,7,1991,Bill & Ted's Bogus Journey,20000000.0,37537675.0,37537675.0
2546,10,2006,Man of the Year,20000000.0,37442180.0,41342180.0
2547,2,2016,Risen,20000000.0,36880033.0,46255763.0
2548,8,2010,Vampires Suck,20000000.0,36661504.0,81424988.0
2549,12,1979,The Black Hole,20000000.0,35841901.0,35841901.0
2550,9,2010,The American,20000000.0,35606376.0,67950723.0
2551,3,1997,Selena,20000000.0,35450113.0,35450113.0
2552,11,2011,A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0
2553,3,2004,Eternal Sunshine of the Spotless Mind,20000000.0,34366518.0,72570762.0
2554,1,2013,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0
2555,10,2006,Babel,20000000.0,34302837.0,132121212.0
2556,9,2014,This is Where I Leave You,20000000.0,34296320.0,41296320.0
2557,12,2008,Doubt,20000000.0,33446470.0,53191101.0
2558,10,2004,Team America: World Police,20000000.0,32774834.0,50948811.0
2559,10,1995,Copycat,20000000.0,32051917.0,32051917.0
2560,4,2013,Scary Movie V,20000000.0,32015787.0,78613981.0
2561,3,2010,She's Out of My League,20000000.0,32010860.0,48680977.0
2562,11,2008,Milk,20000000.0,31841299.0,57293371.0
2563,10,1969,Paint Your Wagon,20000000.0,31678778.0,31678778.0
2564,8,2011,The Debt,20000000.0,31177548.0,46604054.0
2565,10,2002,Ghost Ship,20000000.0,30113491.0,68349884.0
2566,1,2010,Daybreakers,20000000.0,30101577.0,51445503.0
2567,3,2008,The Bank Job,20000000.0,30060660.0,66143005.0
2568,3,1998,Wild Things,20000000.0,29795299.0,55576699.0
2569,10,2009,The Stepfather,20000000.0,29062561.0,29227561.0
2570,3,2000,High Fidelity,20000000.0,27277055.0,47881663.0
2571,4,2006,Stick It,20000000.0,26910736.0,30399714.0
2572,1,2008,One Missed Call,20000000.0,26890041.0,44513466.0
2573,1,1996,Eye for an Eye,20000000.0,26792700.0,26792700.0
2574,4,2008,Street Kings,20000000.0,26418667.0,65457811.0
2575,8,2013,The World's End,20000000.0,26004851.0,47508505.0
2576,1,1996,From Dusk Till Dawn,20000000.0,25728961.0,25732986.0
2577,9,2010,You Again,20000000.0,25702053.0,32838945.0
2578,6,2007,Nancy Drew,20000000.0,25584685.0,30703845.0
2579,9,2010,Alpha and Omega 3D,20000000.0,25107267.0,48958353.0
2580,12,2018,On the Basis of Sex,20000000.0,24622687.0,38073377.0
2581,2,2014,Endless Love,20000000.0,23438250.0,34718173.0
2582,9,2006,The Covenant,20000000.0,23364784.0,38164784.0
2583,7,2011,Monte Carlo,20000000.0,23186769.0,39686769.0
2584,3,2006,Stay Alive,20000000.0,23086480.0,23187506.0
2585,10,2005,2 For the Money,20000000.0,22991379.0,30491379.0
2586,6,2017,Rough Night,20000000.0,22105643.0,46844357.0
2587,12,1998,Psycho,20000000.0,21541218.0,37226218.0
2588,10,1990,Quigley Down Under,20000000.0,21413105.0,21413105.0
2589,9,1995,To Die For,20000000.0,21284514.0,27688744.0
2590,8,2009,Shorts,20000000.0,20919166.0,29870801.0
2591,10,1998,Vampires,20000000.0,20268825.0,20268825.0
2592,9,2008,Appaloosa,20000000.0,20211394.0,27911453.0
2593,11,2015,Secret in Their Eyes,20000000.0,20180155.0,32608019.0
2594,8,2004,Yu-Gi-Oh,20000000.0,19762690.0,28762690.0
2595,3,2007,Reign Over Me,20000000.0,19661987.0,20081987.0
2596,9,2008,My Best Friend's Girl,20000000.0,19219250.0,34787111.0
2597,5,2007,Georgia Rule,20000000.0,18882880.0,20819601.0
2598,7,1981,Under the Rainbow,20000000.0,18826490.0,18826490.0
2599,4,1985,Ladyhawke,20000000.0,18400000.0,18400000.0
2600,9,2007,Into the Wild,20000000.0,18354356.0,56822960.0
2601,9,1998,Simon Birch,20000000.0,18253415.0,18310591.0
2602,2,2005,Pooh's Heffalump Movie,20000000.0,18098433.0,55686944.0
2603,9,2006,School for Scoundrels,20000000.0,17807569.0,17807569.0
2604,10,2012,Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0
2605,11,1995,Home for the Holidays,20000000.0,17468887.0,22119269.0
2606,3,2017,The Zookeeperâs Wife,20000000.0,17445186.0,26308749.0
2607,2,2009,Fired Up,20000000.0,17231291.0,18608570.0
2608,4,2005,Kung Fu Hustle,20000000.0,17104669.0,102034104.0
2609,7,2002,The Country Bears,20000000.0,16988996.0,16988996.0
2610,9,2017,Flatliners,20000000.0,16883115.0,45173738.0
2611,3,2007,Dead Silence,20000000.0,16574590.0,20614661.0
2612,11,2003,21 Grams,20000000.0,16248701.0,59667625.0
2613,12,2009,Armored,20000000.0,15988876.0,23661038.0
2614,12,2007,The Kite Runner,20000000.0,15800078.0,74180745.0
2615,9,2004,Paparazzi,20000000.0,15712072.0,16612072.0
2616,1,2003,A Guy Thing,20000000.0,15543862.0,17430594.0
2617,2,1965,The Greatest Story Ever Told,20000000.0,15473333.0,15473333.0
2618,7,2000,Loser,20000000.0,15464026.0,18250106.0
2619,3,1998,Twilight,20000000.0,15055091.0,15055091.0
2620,9,2009,Capitalism: A Love Story,20000000.0,14363397.0,19121531.0
2621,4,2012,Lockout,20000000.0,14326865.0,33943049.0
2622,8,2008,Disaster Movie,20000000.0,14190901.0,36720752.0
2623,9,2011,What's Your Number?,20000000.0,14011084.0,30163785.0
2624,11,1997,The Man Who Knew Too Little,20000000.0,13801755.0,13801755.0
2625,4,2009,Crank 2: High Voltage,20000000.0,13684249.0,35472739.0
2626,10,2015,Burnt,20000000.0,13651946.0,36773510.0
2627,4,2004,Envy,20000000.0,13548322.0,14566246.0
2628,10,2006,One Night with the King,20000000.0,13395961.0,13725032.0
2629,10,1994,Bullets Over Broadway,20000000.0,13383747.0,13383747.0
2630,9,2008,Ghost Town,20000000.0,13367624.0,29958228.0
2631,11,2002,The Quiet American,20000000.0,12987647.0,26348203.0
2632,2,2016,Triple 9,20000000.0,12639297.0,25943792.0
2633,9,2016,The Light Between Oceans,20000000.0,12545979.0,22281732.0
2634,10,2005,The Weather Man,20000000.0,12482775.0,15466961.0
2635,8,2002,Undisputed,20000000.0,12398628.0,12398628.0
2636,3,2009,12 Rounds,20000000.0,12234694.0,17306648.0
2637,10,2010,Let Me In,20000000.0,12134935.0,28270399.0
2638,5,1994,3 Ninjas Kick Back,20000000.0,11744960.0,11744960.0
2639,2,2008,Be Kind Rewind,20000000.0,11175164.0,30894247.0
2640,12,2005,Mrs. Henderson Presents,20000000.0,11036366.0,27836366.0
2641,12,1997,Deconstructing Harry,20000000.0,10686841.0,10686841.0
2642,10,1999,Three to Tango,20000000.0,10570375.0,10570375.0
2643,12,1989,We're No Angels,20000000.0,10555348.0,10555348.0
2644,12,1996,Everyone Says I Love You,20000000.0,9725847.0,34600000.0
2645,8,2007,Death Sentence,20000000.0,9534258.0,16907831.0
2646,6,2016,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0
2647,10,2017,Thank You for Your Service,20000000.0,9479390.0,9985316.0
2648,12,2009,Everybody's Fine,20000000.0,9208876.0,9208876.0
2649,8,2004,Superbabies: Baby Geniuses 2,20000000.0,9109322.0,9355369.0
2650,9,2013,Battle of the Year,20000000.0,8888355.0,16723377.0
2651,4,2016,Ratchet and Clank,20000000.0,8813410.0,14365639.0
2652,8,2007,Death at a Funeral,20000000.0,8580428.0,46790428.0
2653,9,2005,The Man,20000000.0,8330720.0,10393696.0
2654,1,2007,Code Name: The Cleaner,20000000.0,8135024.0,8135024.0
2655,12,2014,Inherent Vice,20000000.0,8110975.0,14772346.0
2656,4,2004,Connie & Carla,20000000.0,8047525.0,8047525.0
2657,10,2013,Machete Kills,20000000.0,8008161.0,18273009.0
2658,1,1969,Sweet Charity,20000000.0,8000000.0,8000000.0
2659,2,2006,Doogal,20000000.0,7578946.0,28058652.0
2660,9,2005,Proof,20000000.0,7535331.0,8284331.0
2661,10,2008,An American Carol,20000000.0,7013191.0,7022183.0
2662,3,2003,Willard,20000000.0,6882696.0,6882696.0
2663,2,2008,Strange Wilderness,20000000.0,6575282.0,6947084.0
2664,4,2015,Little Boy,20000000.0,6485961.0,17769299.0
2665,12,1999,Topsy Turvy,20000000.0,6201757.0,6201757.0
2666,10,2012,Chasing Mavericks,20000000.0,6002756.0,8300821.0
2667,12,2014,A Most Violent Year,20000000.0,5749134.0,8846875.0
2668,11,2011,A Dangerous Method,20000000.0,5702083.0,14807531.0
2669,7,2006,A Scanner Darkly,20000000.0,5501616.0,7405084.0
2670,8,2009,Bandslam,20000000.0,5210988.0,12967829.0
2671,1,2005,Alone in the Dark,20000000.0,5178569.0,10588079.0
2672,10,2004,Birth,20000000.0,5005899.0,14603001.0
2673,8,2016,Hands of Stone,20000000.0,4712792.0,5031975.0
2674,10,2008,Passchendaele,20000000.0,4452423.0,4453327.0
2675,10,2008,Flash of Genius,20000000.0,4442377.0,4504111.0
2676,11,2007,Iâm Not There,20000000.0,4017609.0,12397613.0
2677,9,2012,The Cold Light of Day,20000000.0,3763583.0,25361206.0
2678,5,2009,The Brothers Bloom,20000000.0,3531756.0,5531756.0
2679,10,2008,"Synecdoche, New York",20000000.0,3083538.0,4383538.0
2680,10,2018,Suspiria,20000000.0,2483472.0,7034615.0
2681,11,2017,LBJ,20000000.0,2468683.0,2507181.0
2682,10,1999,Mononoke-hime,20000000.0,2374107.0,150350000.0
2683,3,2004,Bon Voyage,20000000.0,2353728.0,8361736.0
2684,11,2015,My All-American,20000000.0,2246000.0,2246000.0
2685,6,1980,Can't Stop the Music,20000000.0,2000000.0,2000000.0
2686,5,2006,The Proposition,20000000.0,1903434.0,5313608.0
2687,8,2003,Marci X,20000000.0,1646664.0,1646664.0
2688,12,2002,Equilibrium,20000000.0,1190018.0,5345869.0
2689,4,2011,Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0
2690,8,2012,The Oogieloves in the BIG Balloon Adventure,20000000.0,1065907.0,1065907.0
2691,5,2008,The Children of Huang Shi,20000000.0,1031872.0,8221700.0
2692,10,2000,The Yards,20000000.0,882710.0,2282710.0
2693,8,2010,Middle Men,20000000.0,754301.0,754301.0
2694,4,2017,JÃ¬yÃ¬ dÃ shÄ«,20000000.0,587470.0,43888531.0
2695,12,2010,All Good Things,20000000.0,582024.0,873617.0
2696,11,2015,By the Sea,20000000.0,538460.0,3727746.0
2697,3,2005,Steamboy,20000000.0,468867.0,10468867.0
2698,4,2005,The Game of Their Lives,20000000.0,375474.0,375474.0
2699,9,1994,Rapa Nui,20000000.0,305070.0,305070.0
2700,12,2010,The Tempest,20000000.0,277943.0,277943.0
2701,3,2008,é·æ±ä¸è (CJ7),20000000.0,206678.0,47300771.0
2702,9,2009,The Burning Plain,20000000.0,200730.0,1167092.0
2703,3,1998,Les Couloirs du temps: Les visiteurs 2,20000000.0,146072.0,26146072.0
2704,4,2003,People I Know,20000000.0,121972.0,5694213.0
2705,10,2015,Regression,20000000.0,55039.0,15824374.0
2706,12,2008,Admiral,20000000.0,0.0,38585047.0
2707,12,2012,Zambezia,20000000.0,0.0,34454336.0
2708,4,2010,Three Kingdoms: Resurrection of the Dragon,20000000.0,0.0,22139590.0
2709,3,2004,The Touch,20000000.0,0.0,5918742.0
2710,5,2015,Survivor,20000000.0,0.0,1703281.0
2711,11,2016,The History of Love,20000000.0,0.0,476624.0
2712,12,2007,Butterfly on a Wheel,20000000.0,0.0,0.0
2713,8,2014,Dwegons and Leprechauns,20000000.0,0.0,0.0
2714,7,2016,Fight Valley,20000000.0,0.0,0.0
2715,12,2017,The Thousand Miles,20000000.0,0.0,0.0
2716,12,2018,Bird Box,19800000.0,0.0,0.0
2717,8,2009,Der Baader Meinhof Komplex,19700000.0,476270.0,16498827.0
2718,12,2017,The Shape of Water,19500000.0,63859435.0,195790794.0
2719,11,2012,De rouille et dâos,19500000.0,2061449.0,29393634.0
2720,12,2006,The Painted Veil,19400000.0,8060487.0,15118795.0
2721,8,2013,The Frozen Ground,19200000.0,0.0,5617460.0
2722,7,2011,The Devil's Double,19100000.0,1361512.0,5965646.0
2723,7,1985,Back to the Future,19000000.0,212259762.0,385524784.0
2724,11,1990,Dances with Wolves,19000000.0,184208842.0,424200000.0
2725,7,2000,Scary Movie,19000000.0,157019771.0,277200000.0
2726,6,2011,Bad Teacher,19000000.0,100292856.0,215448997.0
2727,8,2016,Sausage Party,19000000.0,97670358.0,141344255.0
2728,9,1989,Sea of Love,19000000.0,58571513.0,58571513.0
2729,1,2003,Just Married,19000000.0,56127162.0,101564935.0
2730,9,2009,I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0
2731,7,2004,A Cinderella Story,19000000.0,51438175.0,70164105.0
2732,5,1980,The Shining,19000000.0,44017374.0,44728227.0
2733,10,2001,Thirteen Ghosts,19000000.0,41867960.0,68467960.0
2734,10,1999,House on Haunted Hill,19000000.0,40846082.0,65090541.0
2735,2,2010,The Crazies,19000000.0,39123589.0,56445534.0
2736,1,2009,Notorious,19000000.0,36843682.0,44972183.0
2737,11,2018,Nobodyâs Fool,19000000.0,31713110.0,32589493.0
2738,8,2010,The Switch,19000000.0,27758465.0,49858465.0
2739,1,2010,Leap Year,19000000.0,25918920.0,32618920.0
2740,11,2013,The Book Thief,19000000.0,21488481.0,76086711.0
2741,10,2007,"Gone, Baby, Gone",19000000.0,20300218.0,34352162.0
2742,7,2000,Thomas and the Magic Railroad,19000000.0,15911332.0,15911332.0
2743,11,1962,Mutiny on The Bounty,19000000.0,13680000.0,13680000.0
2744,9,2002,Sen to Chihiro no Kamikakushi,19000000.0,10049886.0,274949886.0
2745,10,2008,Sex Drive,19000000.0,8402485.0,10412485.0
2746,1,1998,Firestorm,19000000.0,8123860.0,8123860.0
2747,3,2011,Take Me Home Tonight,19000000.0,6928068.0,7576604.0
2748,9,2012,Won't Back Down,19000000.0,5310554.0,5745503.0
2749,6,2018,Action Point,19000000.0,5059608.0,5103675.0
2750,1,1964,The Fall of the Roman Empire,19000000.0,4750000.0,4750000.0
2751,11,1993,The Nutcracker,19000000.0,2119994.0,2119994.0
2752,12,2011,George Balanchine\'s The Nutcracker,19000000.0,2119994.0,2119994.0
2753,8,1996,Kansas City,19000000.0,1353824.0,1353824.0
2754,3,2016,Out of the Inferno,19000000.0,0.0,0.0
2755,6,2005,George A. Romero's Land of the Dead,18975000.0,20700082.0,47751015.0
2756,12,2006,IndigÃ¨nes,18900000.0,320700.0,26063572.0
2757,4,2005,The Amityville Horror,18500000.0,65233369.0,109175673.0
2758,12,2002,Adaptation,18500000.0,22498520.0,32531759.0
2759,10,2009,The Invention of Lying,18500000.0,18451251.0,32679264.0
2760,5,1998,Fear and Loathing in Las Vegas,18500000.0,10680275.0,13711903.0
2761,7,2008,Ne le dis Ã personne,18500000.0,6198883.0,33954018.0
2762,2,2001,Left Behind,18500000.0,4221341.0,4221341.0
2763,5,2014,Neighbors,18000000.0,150086800.0,270944428.0
2764,11,2006,Borat,18000000.0,128505958.0,261443242.0
2765,7,1994,The Mask,18000000.0,119920129.0,351620129.0
2766,6,1988,Big,18000000.0,114968774.0,151668774.0
2767,7,2001,Legally Blonde,18000000.0,96493426.0,141809235.0
2768,4,2004,Mean Girls,18000000.0,86047227.0,130953026.0
