,title,domestic_gross,foreign_gross,year
2561,Embrace of the Serpent,1300000.0,Embrace of the Serpent,2016
2562,Housefull 3,1300000.0,Housefull 3,2016
2563,Mohenjo Daro,1300000.0,Mohenjo Daro,2016
2564,Lazer Team,1200000.0,Lazer Team,2016
2565,The Music of Strangers,1200000.0,The Music of Strangers,2016
2566,Dough,1100000.0,Dough,2016
2567,Ma ma,47300.0,Ma ma,2016
2568,Wazir,1100000.0,Wazir,2016
2569,Papa: Hemingway in Cuba,1100000.0,Papa: Hemingway in Cuba,2016
2570,Certain Women,1100000.0,Certain Women,2016
2571,The Innocents,1100000.0,The Innocents,2016
2572,Elvis & Nixon,1100000.0,Elvis & Nixon,2016
2573,Operation Chromite,1000000.0,Operation Chromite,2016
2574,Baar Baar Dekho,982000.0,Baar Baar Dekho,2016
2575,Dark Horse (2016),941000.0,Dark Horse (2016),2016
2576,Neruda,939000.0,Neruda,2016
2577,Gentleman,898000.0,Gentleman,2016
2578,Ki & Ka,858000.0,Ki & Ka,2016
2579,Dishoom,813000.0,Dishoom,2016
2580,The Wailing (Goksung),787000.0,The Wailing (Goksung),2016
2581,Chongqing Hot Pot,780000.0,Chongqing Hot Pot,2016
2582,The Polar Express (2016 re-issue),765000.0,The Polar Express (2016 re-issue),2016
2583,Little Men (2016),703000.0,Little Men (2016),2016
2584,Chaar Sahibzaade: Rise of Band Singh Bahadur,701000.0,Chaar Sahibzaade: Rise of Band Singh Bahadur,2016
2585,Born to be Blue (US Release),678000.0,Born to be Blue (US Release),2016
2586,City of Gold,641000.0,City of Gold,2016
2587,Remember (US Release),638000.0,Remember (US Release),2016
2588,Embrace: The Documentary,629000.0,Embrace: The Documentary,2016
2589,Tickled,614000.0,Tickled,2016
2590,"Lo and Behold, Reveries of the Connected World",595000.0,"Lo and Behold, Reveries of the Connected World",2016
2591,A Tale of Love and Darkness,572000.0,A Tale of Love and Darkness,2016
2592,Tunnel,569000.0,Tunnel,2016
2593,Knight of Cups,566000.0,Knight of Cups,2016
2594,Harry & Snowman,561000.0,Harry & Snowman,2016
2595,Viral,0.0,Viral,2016
2596,American Pastoral,544000.0,American Pastoral,2016
2597,The Age of Shadows,542000.0,The Age of Shadows,2016
2598,Fitoor,529000.0,Fitoor,2016
2599,The First Monday in May,527000.0,The First Monday in May,2016
2600,Marguerite,497000.0,Marguerite,2016
2601,The Boy and the Beast,491000.0,The Boy and the Beast,2016
2602,Wiener-Dog,477000.0,Wiener-Dog,2016
2603,Our Little Sister,468000.0,Our Little Sister,2016
2604,Only Yesterday (2016 re-release),453000.0,Only Yesterday (2016 re-release),2016
2605,Baaghi,438000.0,Baaghi,2016
2606,Land of Mine,435000.0,Land of Mine,2016
2607,Things To Come,388000.0,Things To Come,2016
2608,The Lobster (Canada Release),377000.0,The Lobster (Canada Release),2016
2609,Mr. Donkey,356000.0,Mr. Donkey,2016
2610,Happy Bhaag Jayegi,352000.0,Happy Bhaag Jayegi,2016
2611,High-Rise,346000.0,High-Rise,2016
2612,Te3n,332000.0,Te3n,2016
2613,Francofonia,307000.0,Francofonia,2016
2614,Mia Madre,303000.0,Mia Madre,2016
2615,April and the Extraordinary World,295000.0,April and the Extraordinary World,2016
2616,Ixcanul,295000.0,Ixcanul,2016
2617,The People vs. Fritz Bauer,288000.0,The People vs. Fritz Bauer,2016
2618,Aquarius,286000.0,Aquarius,2016
2619,Kingsglaive: Final Fantasy: XV,270000.0,Kingsglaive: Final Fantasy: XV,2016
2620,My Golden Days,269000.0,My Golden Days,2016
2621,The Family Fang,263000.0,The Family Fang,2016
2622,Dheepan,262000.0,Dheepan,2016
2623,"Life, Animated",255000.0,"Life, Animated",2016
2624,Oasis: Supersonic,243000.0,Oasis: Supersonic,2016
2625,The Invitation,232000.0,The Invitation,2016
2626,Miss Hokusai,223000.0,Miss Hokusai,2016
2627,Kaptaan,204000.0,Kaptaan,2016
2628,League of Gods,182000.0,League of Gods,2016
2629,Viva,178000.0,Viva,2016
2630,The Wave,177000.0,The Wave,2016
2631,Asura: The City of Madness,176000.0,Asura: The City of Madness,2016
2632,Louder than Bombs,164000.0,Louder than Bombs,2016
2633,Howards End (2016 Restoration),160000.0,Howards End (2016 Restoration),2016
2634,Sunset Song,160000.0,Sunset Song,2016
2635,Born to be Blue,152000.0,Born to be Blue,2016
2636,Seasons,150000.0,Seasons,2016
2637,Rams (Hrútar),149000.0,Rams (Hrútar),2016
2638,Tumbledown,135000.0,Tumbledown,2016
2639,The Brand New Testament,128000.0,The Brand New Testament,2016
2640,Spirits' Homecoming,126000.0,Spirits' Homecoming,2016
2641,Sweet Bean,125000.0,Sweet Bean,2016
2642,A War,123000.0,A War,2016
2643,Fire at Sea,121000.0,Fire at Sea,2016
2644,Hockney,121000.0,Hockney,2016
2645,Three,120000.0,Three,2016
2646,Tale of Tales,119000.0,Tale of Tales,2016
2647,The Measure of a Man,112000.0,The Measure of a Man,2016
2648,Aferim!,108000.0,Aferim!,2016
2649,Until Forever (Por Siempre),105000.0,Until Forever (Por Siempre),2016
2650,Under the Sun (2016),105000.0,Under the Sun (2016),2016
2651,Our Last Tango,100000.0,Our Last Tango,2016
2652,Rock On 2,98900.0,Rock On 2,2016
2653,Seondal: The Man Who Sells the River,97500.0,Seondal: The Man Who Sells the River,2016
2654,So Young 2: Never Gone,96400.0,So Young 2: Never Gone,2016
2655,"New York, New York (2016)",92400.0,"New York, New York (2016)",2016
2656,Fireworks Wednesday,90500.0,Fireworks Wednesday,2016
2657,No One's Life Is Easy: So I Married an Anti-Fan,89300.0,No One's Life Is Easy: So I Married an Anti-Fan,2016
2658,"My Love, Don't Cross that River",88000.0,"My Love, Don't Cross that River",2016
2659,Author: The JT LeRoy Story,86000.0,Author: The JT LeRoy Story,2016
2660,Mountains May Depart,82900.0,Mountains May Depart,2016
2661,Cock and Bull,82800.0,Cock and Bull,2016
2662,A Street Cat Named Bob,82700.0,A Street Cat Named Bob,2016
2663,Les cowboys,80800.0,Les cowboys,2016
2664,Saala Khadoos,76900.0,Saala Khadoos,2016
2665,The Monster (2016),12500.0,The Monster (2016),2016
2666,Dancer,71900.0,Dancer,2016
2667,Sweet 20,71800.0,Sweet 20,2016
2668,The Dark Horse,67500.0,The Dark Horse,2016
2669,Phantom Detective,67100.0,Phantom Detective,2016
2670,Ran (2016 re-issue),66100.0,Ran (2016 re-issue),2016
2671,Microbe & Gasoline,63800.0,Microbe & Gasoline,2016
2672,Time Renegades,59400.0,Time Renegades,2016
2673,Vanishing Time: A Boy Who Returned,57800.0,Vanishing Time: A Boy Who Returned,2016
2674,DONGJU: The Portrait of a Poet,56600.0,DONGJU: The Portrait of a Poet,2016
2675,L'attesa,55800.0,L'attesa,2016
2676,The Lovers and the Despot,55500.0,The Lovers and the Despot,2016
2677,Clown,55000.0,Clown,2016
2678,Diary of a Chambermaid,54200.0,Diary of a Chambermaid,2016
2679,High Strung (2016),53400.0,High Strung (2016),2016
2680,The Club,52800.0,The Club,2016
2681,Being 17,52700.0,Being 17,2016
2682,The Last Man on the Moon,52500.0,The Last Man on the Moon,2016
2683,My Annoying Brother,52000.0,My Annoying Brother,2016
2684,Cemetery of Splendor,52000.0,Cemetery of Splendor,2016
2685,Disorder,51900.0,Disorder,2016
2686,Like for Likes,50800.0,Like for Likes,2016
2687,In the Shadow of Women,50300.0,In the Shadow of Women,2016
2688,In Order of Disappearance,50300.0,In Order of Disappearance,2016
2689,The Treasure,50200.0,The Treasure,2016
2690,Fatima,50100.0,Fatima,2016
2691,We Are X,45300.0,We Are X,2016
2692,A Melody to Remember,44300.0,A Melody to Remember,2016
2693,Phantom of the Theatre,44000.0,Phantom of the Theatre,2016
2694,Mastizaade,43400.0,Mastizaade,2016
2695,Closet Monster,42200.0,Closet Monster,2016
2696,Troublemakers: The Story of Land Art,29500.0,Troublemakers: The Story of Land Art,2016
2697,Come What May,37800.0,Come What May,2016
2698,Until Forever,35800.0,Until Forever,2016
2699,Summertime (2016),35300.0,Summertime (2016),2016
2700,Songs My Brothers Taught Me,34800.0,Songs My Brothers Taught Me,2016
2701,Mr. Right,34700.0,Mr. Right,2016
2702,Phantom Boy,34400.0,Phantom Boy,2016
2703,Sweet Sixteen (Xia You Qiao Mu),34300.0,Sweet Sixteen (Xia You Qiao Mu),2016
2704,Eisenstein in Guanajuato,34300.0,Eisenstein in Guanajuato,2016
2705,Last Cab to Darwin,34200.0,Last Cab to Darwin,2016
2706,The Map Against the World,34000.0,The Map Against the World,2016
2707,Kaili Blues,32200.0,Kaili Blues,2016
2708,Anesthesia,32200.0,Anesthesia,2016
2709,"Rio, I Love You",32000.0,"Rio, I Love You",2016
2710,As I Open My Eyes,31000.0,As I Open My Eyes,2016
2711,The Son of Joseph,30600.0,The Son of Joseph,2016
2712,From Afar,30200.0,From Afar,2016
2713,For a Few Bullets,30100.0,For a Few Bullets,2016
2714,The Last Princess,29300.0,The Last Princess,2016
2715,Valley of Love,28600.0,Valley of Love,2016
2716,Blackway,27100.0,Blackway,2016
2717,Neon Bull,26700.0,Neon Bull,2016
2718,Papa (Luo shan ji dao dan ji hua),26700.0,Papa (Luo shan ji dao dan ji hua),2016
2719,Standing Tall (La tete haute),26100.0,Standing Tall (La tete haute),2016
2720,Chevalier,25700.0,Chevalier,2016
2721,The New Year's Eve of Old Lee,25400.0,The New Year's Eve of Old Lee,2016
2722,Cosmos,25300.0,Cosmos,2016
2723,A Monster with a Thousand Heads,24900.0,A Monster with a Thousand Heads,2016
2724,Evolution,24800.0,Evolution,2016
2725,"Right Now, Wrong Then",24500.0,"Right Now, Wrong Then",2016
2726,Lolo,24100.0,Lolo,2016
2727,Sanam Teri Kasam,22100.0,Sanam Teri Kasam,2016
2728,Term Life,21300.0,Term Life,2016
2729,The Sea of Trees,20400.0,The Sea of Trees,2016
2730,Wildflower (Secretos del Alma),18100.0,Wildflower (Secretos del Alma),2016
2731,Colonia,15700.0,Colonia,2016
2732,Argentina,14900.0,Argentina,2016
2733,Remember You,14800.0,Remember You,2016
2734,Adderall Diaries,13200.0,Adderall Diaries,2016
2735,Neither Heaven Nor Earth,12800.0,Neither Heaven Nor Earth,2016
2736,The Ones Below,12500.0,The Ones Below,2016
2737,"Kiki, Love to Love",12500.0,"Kiki, Love to Love",2016
2738,Don't Call Me Son,11700.0,Don't Call Me Son,2016
2739,Jeruzalem,11300.0,Jeruzalem,2016
2740,Serial Killer 1,10300.0,Serial Killer 1,2016
2741,Chronic,9000.0,Chronic,2016
2742,Magnus,8900.0,Magnus,2016
2743,The Last King,8900.0,The Last King,2016
2744,Mojave,8300.0,Mojave,2016
2745,The Other Side,8100.0,The Other Side,2016
2746,The President,7600.0,The President,2016
2747,They Will Have to Kill Us First,7500.0,They Will Have to Kill Us First,2016
2748,The Carer,6200.0,The Carer,2016
2749,Klown Forever,5700.0,Klown Forever,2016
2750,Search Party,4600.0,Search Party,2016
2751,In Harmony,3100.0,In Harmony,2016
2752,In Her Name (Au nom de ma fille),1600.0,In Her Name (Au nom de ma fille),2016
2753,Next Time I'll Aim for the Heart,800.0,Next Time I'll Aim for the Heart,2016
2754,The Student and Mr. Henri,800.0,The Student and Mr. Henri,2016
2755,Down By Love,700.0,Down By Love,2016
2756,News From Planet Mars,300.0,News From Planet Mars,2016
2757,Satanic,300.0,Satanic,2016
2758,Star Wars: The Last Jedi,620200000.0,Star Wars: The Last Jedi,2017
2759,Beauty and the Beast (2017),504000000.0,Beauty and the Beast (2017),2017
2760,The Fate of the Furious,226000000.0,The Fate of the Furious,2017
2761,Despicable Me 3,264600000.0,Despicable Me 3,2017
2762,Jumanji: Welcome to the Jungle,404500000.0,Jumanji: Welcome to the Jungle,2017
2763,Spider-Man: Homecoming,334200000.0,Spider-Man: Homecoming,2017
2764,Wolf Warrior 2,2700000.0,Wolf Warrior 2,2017
2765,Guardians of the Galaxy Vol. 2,389800000.0,Guardians of the Galaxy Vol. 2,2017
2766,Thor: Ragnarok,315100000.0,Thor: Ragnarok,2017
2767,Wonder Woman,412600000.0,Wonder Woman,2017
2768,Coco,209700000.0,Coco,2017
2769,Pirates of the Caribbean: Dead Men Tell No Tales,172600000.0,Pirates of the Caribbean: Dead Men Tell No Tales,2017
2770,It,327500000.0,It,2017
2771,Justice League,229000000.0,Justice League,2017
2772,Logan (2017),226300000.0,Logan (2017),2017
2773,Transformers: The Last Knight,130199999.0,Transformers: The Last Knight,2017
2774,Kong: Skull Island,168100000.0,Kong: Skull Island,2017
2775,The Boss Baby,175000000.0,The Boss Baby,2017
2776,Dunkirk,188000000.0,Dunkirk,2017
2777,War for the Planet of the Apes,146900000.0,War for the Planet of the Apes,2017
2778,The Greatest Showman,174300000.0,The Greatest Showman,2017
2779,Kingsman: The Golden Circle,100200000.0,Kingsman: The Golden Circle,2017
2780,The Mummy (2017),80200000.0,The Mummy (2017),2017
2781,Cars 3,152900000.0,Cars 3,2017
2782,Fifty Shades Darker,114600000.0,Fifty Shades Darker,2017
2783,Your Name.,5000000.0,Your Name.,2017
2784,Murder on the Orient Express (2017),102800000.0,Murder on the Orient Express (2017),2017
2785,xXx: The Return of Xander Cage,44900000.0,xXx: The Return of Xander Cage,2017
2786,The Great Wall,45500000.0,The Great Wall,2017
2787,Resident Evil: The Final Chapter,26800000.0,Resident Evil: The Final Chapter,2017
2788,The LEGO Batman Movie,175800000.0,The LEGO Batman Movie,2017
2789,Annabelle: Creation,102100000.0,Annabelle: Creation,2017
2790,Wonder,132400000.0,Wonder,2017
2791,Ferdinand,84400000.0,Ferdinand,2017
2792,Split,138300000.0,Split,2017
2793,Blade Runner 2049,92100000.0,Blade Runner 2049,2017
2794,Get Out,176000000.0,Get Out,2017
2795,Kung Fu Yoga,363000.0,Kung Fu Yoga,2017
2796,Baahubali 2: The Conclusion,20200000.0,Baahubali 2: The Conclusion,2017
2797,Journey to the West: The Demons Strike Back,880000.0,Journey to the West: The Demons Strike Back,2017
2798,Alien: Covenant,74300000.0,Alien: Covenant,2017
2799,Baby Driver,107800000.0,Baby Driver,2017
2800,Valerian and the City of a Thousand Planets,41200000.0,Valerian and the City of a Thousand Planets,2017
2801,Geostorm,33700000.0,Geostorm,2017
2802,The Emoji Movie,86100000.0,The Emoji Movie,2017
2803,A Dog's Purpose,64500000.0,A Dog's Purpose,2017
2804,Smurfs: The Lost Village,45000000.0,Smurfs: The Lost Village,2017
2805,The Shape of Water,63900000.0,The Shape of Water,2017
2806,Pitch Perfect 3,104900000.0,Pitch Perfect 3,2017
2807,Daddy's Home 2,104000000.0,Daddy's Home 2,2017
2808,The Post,81900000.0,The Post,2017
2809,Baywatch,58100000.0,Baywatch,2017
2810,The Hitman's Bodyguard,75500000.0,The Hitman's Bodyguard,2017
2811,John Wick: Chapter Two,92000000.0,John Wick: Chapter Two,2017
2812,Ghost in the Shell (2017),40600000.0,Ghost in the Shell (2017),2017
2813,"Three Billboards Outside Ebbing, Missouri",54500000.0,"Three Billboards Outside Ebbing, Missouri",2017
2814,Duckweed,472000.0,Duckweed,2017
2815,Darkest Hour,56500000.0,Darkest Hour,2017
2816,King Arthur: Legend of the Sword,39200000.0,King Arthur: Legend of the Sword,2017
2817,The Foreigner,34400000.0,The Foreigner,2017
2818,Power Rangers (2017),85400000.0,Power Rangers (2017),2017
2819,Girls Trip,115200000.0,Girls Trip,2017
2820,American Made,51300000.0,American Made,2017
2821,A Bad Moms Christmas,72100000.0,A Bad Moms Christmas,2017
2822,Captain Underpants: The First Epic Movie,73900000.0,Captain Underpants: The First Epic Movie,2017
2823,Happy Death Day,55700000.0,Happy Death Day,2017
2824,The LEGO Ninjago Movie,59300000.0,The LEGO Ninjago Movie,2017
2825,Secret Superstar,0.0,Secret Superstar,2017
2826,The Dark Tower,50700000.0,The Dark Tower,2017
2827,Buddies in India,293000.0,Buddies in India,2017
2828,Leap!,21900000.0,Leap!,2017
2829,Jigsaw,38100000.0,Jigsaw,2017
2830,Railroad Tigers,218000.0,Railroad Tigers,2017
2831,Life (2017),30200000.0,Life (2017),2017
2832,Atomic Blonde,51700000.0,Atomic Blonde,2017
2833,The Shack,57400000.0,The Shack,2017
2834,Some Like It Hot (Qing Shung),100000.0,Some Like It Hot (Qing Shung),2017
2835,Tiger Zinda Hai,5600000.0,Tiger Zinda Hai,2017
2836,Going in Style (2017),45000000.0,Going in Style (2017),2017
2837,Rings,27800000.0,Rings,2017
2838,A Taxi Driver,1500000.0,A Taxi Driver,2017
2839,Underworld: Blood Wars,30400000.0,Underworld: Blood Wars,2017
2840,Lady Bird,49000000.0,Lady Bird,2017
2841,American Assassin,36200000.0,American Assassin,2017
2842,One Piece Film: Gold,424000.0,One Piece Film: Gold,2017
2843,Victoria and Abdul,22200000.0,Victoria and Abdul,2017
2844,The Nut Job 2: Nutty by Nature,28400000.0,The Nut Job 2: Nutty by Nature,2017
2845,Monster Trucks,33400000.0,Monster Trucks,2017
2846,The Mountain Between Us,30300000.0,The Mountain Between Us,2017
2847,The Star,40900000.0,The Star,2017
2848,How to be a Latin Lover,32100000.0,How to be a Latin Lover,2017
2849,"Everything, Everything",34100000.0,"Everything, Everything",2017
2850,Snatched,45900000.0,Snatched,2017
2851,My Little Pony: The Movie,21900000.0,My Little Pony: The Movie,2017
2852,Molly's Game,28800000.0,Molly's Game,2017
2853,All the Money in the World,25100000.0,All the Money in the World,2017
2854,The Big Sick,42900000.0,The Big Sick,2017
2855,Confidential Assignment,476000.0,Confidential Assignment,2017
2856,Downsizing,24400000.0,Downsizing,2017
2857,"I, Tonya",30000000.0,"I, Tonya",2017
2858,Logan Lucky,27800000.0,Logan Lucky,2017
2859,Tyler Perry's Boo 2! A Madea Halloween,47300000.0,Tyler Perry's Boo 2! A Madea Halloween,2017
2860,Phantom Thread,21200000.0,Phantom Thread,2017
2861,Rough Night,22100000.0,Rough Night,2017
2862,The Battleship Island,1100000.0,The Battleship Island,2017
2863,Flatliners (2017),16900000.0,Flatliners (2017),2017
2864,All Eyez on Me,44900000.0,All Eyez on Me,2017
2865,mother!,17800000.0,mother!,2017
2866,47 Meters Down,44300000.0,47 Meters Down,2017
2867,The Snowman,6700000.0,The Snowman,2017
2868,Gifted,24800000.0,Gifted,2017
2869,Loving Vincent,6700000.0,Loving Vincent,2017
2870,Call Me by Your Name,18100000.0,Call Me by Your Name,2017
2871,T2: Trainspotting,2400000.0,T2: Trainspotting,2017
2872,Fist Fight,32200000.0,Fist Fight,2017
2873,Diary of a Wimpy Kid: The Long Haul,20700000.0,Diary of a Wimpy Kid: The Long Haul,2017
2874,The House,25600000.0,The House,2017
2875,Tad the Lost Explorer and the Secret of King Midas,5900.0,Tad the Lost Explorer and the Secret of King Midas,2017
2876,Wind River,33800000.0,Wind River,2017
2877,Sleepless,20800000.0,Sleepless,2017
2878,Kidnap (2017),31000000.0,Kidnap (2017),2017
2879,The Disaster Artist,21100000.0,The Disaster Artist,2017
2880,Hostiles,29800000.0,Hostiles,2017
2881,The Beguiled (2017),10700000.0,The Beguiled (2017),2017
2882,Home Again,27000000.0,Home Again,2017
2883,Judwaa 2,1400000.0,Judwaa 2,2017
2884,CHiPs,18600000.0,CHiPs,2017
2885,The Bye Bye Man,22400000.0,The Bye Bye Man,2017
2886,A Cure for Wellness,8100000.0,A Cure for Wellness,2017
2887,The Zookeeper's Wife,17600000.0,The Zookeeper's Wife,2017
2888,Only The Brave,18300000.0,Only The Brave,2017
2889,Father Figures,17500000.0,Father Figures,2017
2890,Badrinath Ki Dulhania,2000000.0,Badrinath Ki Dulhania,2017
2891,Born in China,13900000.0,Born in China,2017
2892,The Founder,12800000.0,The Founder,2017
2893,Jolly Llb 2,1700000.0,Jolly Llb 2,2017
2894,The Glass Castle,17300000.0,The Glass Castle,2017
2895,Sword Art Online: The Movie - Ordinal Scale,1500000.0,Sword Art Online: The Movie - Ordinal Scale,2017
2896,The Circle (2017),20500000.0,The Circle (2017),2017
2897,It Comes At Night,14000000.0,It Comes At Night,2017
2898,The Lost City of Z,8600000.0,The Lost City of Z,2017
2899,Unforgettable (2017),11400000.0,Unforgettable (2017),2017
2900,The Case for Christ,14700000.0,The Case for Christ,2017
2901,Detroit,16800000.0,Detroit,2017
2902,Wonder Wheel,1400000.0,Wonder Wheel,2017
2903,Gold,7200000.0,Gold,2017
2904,The Space Between Us,7900000.0,The Space Between Us,2017
2905,Wish Upon,14300000.0,Wish Upon,2017
2906,A United Kingdom,3900000.0,A United Kingdom,2017
2907,"Roman J. Israel, Esq.",12000000.0,"Roman J. Israel, Esq.",2017
2908,Mubarakan,759000.0,Mubarakan,2017
2909,Battle of the Sexes,12600000.0,Battle of the Sexes,2017
2910,The Promise (2017),8199999.0,The Promise (2017),2017
2911,Before I Fall,12200000.0,Before I Fall,2017
2912,Earth: One Amazing Day,81300.0,Earth: One Amazing Day,2017
2913,Thank You for Your Service (2017),9500000.0,Thank You for Your Service (2017),2017
2914,Rock Dog,9400000.0,Rock Dog,2017
2915,My Cousin Rachel,2700000.0,My Cousin Rachel,2017
2916,Truman,211000.0,Truman,2017
2917,Stronger,4200000.0,Stronger,2017
2918,Tulip Fever,2500000.0,Tulip Fever,2017
2919,Viceroy's House,1100000.0,Viceroy's House,2017
2920,Amityville: The Awakening,700.0,Amityville: The Awakening,2017
2921,Just Getting Started,6100000.0,Just Getting Started,2017
2922,Beatriz At Dinner,7100000.0,Beatriz At Dinner,2017
2923,I am Not Your Negro,7100000.0,I am Not Your Negro,2017
2924,The Red Turtle,922000.0,The Red Turtle,2017
2925,From the Land of the Moon,47700.0,From the Land of the Moon,2017
2926,Maudie,6200000.0,Maudie,2017
2927,All Saints,5800000.0,All Saints,2017
2928,The Florida Project,5900000.0,The Florida Project,2017
2929,Suburbicon,5800000.0,Suburbicon,2017
2930,The Man Who Invented Christmas,5700000.0,The Man Who Invented Christmas,2017
2931,Paris Can Wait,5600000.0,Paris Can Wait,2017
2932,Phillauri,468000.0,Phillauri,2017
2933,Ok Jaanu,356000.0,Ok Jaanu,2017
2934,An Inconvenient Sequel: Truth to Power,3500000.0,An Inconvenient Sequel: Truth to Power,2017
2935,Table 19,3600000.0,Table 19,2017
2936,Collide,2300000.0,Collide,2017
2937,The Wall,1800000.0,The Wall,2017
2938,Mark Felt: The Man Who Brought Down the White House,769000.0,Mark Felt: The Man Who Brought Down the White House,2017
2939,Terminator 2: Judgment Day 3D,1000000.0,Terminator 2: Judgment Day 3D,2017
2940,Brad's Status,2100000.0,Brad's Status,2017
2941,Friend Request,3800000.0,Friend Request,2017
2942,Their Finest,3600000.0,Their Finest,2017
2943,Wonderstruck,1100000.0,Wonderstruck,2017
2944,The Leisure Seeker,3200000.0,The Leisure Seeker,2017
2945,Raw (2017),515000.0,Raw (2017),2017
2946,Colossal,3000000.0,Colossal,2017
2947,A Gentleman,410000.0,A Gentleman,2017
2948,Inhumans,1500000.0,Inhumans,2017
2949,Kedi,2800000.0,Kedi,2017
2950,The Only Living Boy in New York,624000.0,The Only Living Boy in New York,2017
2951,Hazlo Como Hombre (Do It Like An Hombre),2500000.0,Hazlo Como Hombre (Do It Like An Hombre),2017
2952,Poster Boys,97000.0,Poster Boys,2017
2953,The Salesman,2400000.0,The Salesman,2017
2954,Pokemon the Movie: I Choose You!,2400000.0,Pokemon the Movie: I Choose You!,2017
2955,Jeepers Creepers 3,2300000.0,Jeepers Creepers 3,2017
2956,Un Padre No Tan Padre,2200000.0,Un Padre No Tan Padre,2017
2957,Good Time,2000000.0,Good Time,2017
2958,Everybody Loves Somebody,1900000.0,Everybody Loves Somebody,2017
2959,Along with the Gods: The Two Worlds,1900000.0,Along with the Gods: The Two Worlds,2017
2960,Youth (2017),1900000.0,Youth (2017),2017
2961,Last Flag Flying,965000.0,Last Flag Flying,2017
2962,A Quiet Passion,1900000.0,A Quiet Passion,2017
2963,Free Fire,1800000.0,Free Fire,2017
2964,The Last Word,1800000.0,The Last Word,2017
2965,Human Flow,528000.0,Human Flow,2017
2966,Jane (2017),1700000.0,Jane (2017),2017
2967,A Ghost Story,1600000.0,A Ghost Story,2017
2968,The Square,1500000.0,The Square,2017
2969,Patti Cake$,800000.0,Patti Cake$,2017
2970,The Wedding Plan,1400000.0,The Wedding Plan,2017
2971,Personal Shopper,1300000.0,Personal Shopper,2017
2972,Churchill,1300000.0,Churchill,2017
2973,The Sense of an Ending,1300000.0,The Sense of an Ending,2017
2974,3 Idiotas,1200000.0,3 Idiotas,2017
2975,6 Below: Miracle on the Mountain,14800.0,6 Below: Miracle on the Mountain,2017
2976,Lady Macbeth,1100000.0,Lady Macbeth,2017
2977,Film Stars Don't Die in Liverpool,1000000.0,Film Stars Don't Die in Liverpool,2017
2978,Yu-Gi-Oh! The Dark Side of Dimensions,1000000.0,Yu-Gi-Oh! The Dark Side of Dimensions,2017
2979,Lucky (2017),956000.0,Lucky (2017),2017
2980,Faces Places,954000.0,Faces Places,2017
2981,Tubelight,930000.0,Tubelight,2017
2982,Frantz,881000.0,Frantz,2017
2983,BOMBSHELL: The Hedy Lamarr Story,820000.0,BOMBSHELL: The Hedy Lamarr Story,2017
2984,Walk With Me,727000.0,Walk With Me,2017
2985,Buena Vista Social Club: Adios,123000.0,Buena Vista Social Club: Adios,2017
2986,Titanic (20th Anniversary),692000.0,Titanic (20th Anniversary),2017
2987,Lost in Paris,692000.0,Lost in Paris,2017
2988,Shubh Mangal Saavdhan,690000.0,Shubh Mangal Saavdhan,2017
2989,The Midwife,604000.0,The Midwife,2017
2990,3 Generations,156000.0,3 Generations,2017
2991,Fairy Tail: Dragon Cry,519000.0,Fairy Tail: Dragon Cry,2017
2992,Our President,507000.0,Our President,2017
2993,Letters from Baghdad,360000.0,Letters from Baghdad,2017
2994,Breathe (2017),490000.0,Breathe (2017),2017
2995,Song to Song,444000.0,Song to Song,2017
2996,Tom of Finland,378000.0,Tom of Finland,2017
2997,God's Own Country,336000.0,God's Own Country,2017
2998,The Breadwinner,312000.0,The Breadwinner,2017
2999,A Silent Voice,310000.0,A Silent Voice,2017
3000,My Life as a Zucchini,310000.0,My Life as a Zucchini,2017
3001,Happy End,302000.0,Happy End,2017
3002,After the Storm,272000.0,After the Storm,2017
3003,Wakefield,263000.0,Wakefield,2017
3004,"I, Daniel Blake",260000.0,"I, Daniel Blake",2017
3005,Cezanne et moi,258000.0,Cezanne et moi,2017
3006,The Fortress,253000.0,The Fortress,2017
3007,Black Butler: Book of the Atlantic,248000.0,Black Butler: Book of the Atlantic,2017
3008,The Swindlers,242000.0,The Swindlers,2017
3009,City of Ghosts,128000.0,City of Ghosts,2017
3010,The Prison,207000.0,The Prison,2017
3011,The Other Side of Hope,184000.0,The Other Side of Hope,2017
3012,Marjorie Prime,181000.0,Marjorie Prime,2017
3013,Graduation,176000.0,Graduation,2017
3014,Mr. Gaga: A True Story of Love and Dance,174000.0,Mr. Gaga: A True Story of Love and Dance,2017
3015,In This Corner of the World,172000.0,In This Corner of the World,2017
3016,David Lynch: The Art Life,171000.0,David Lynch: The Art Life,2017
3017,13 Minutes,162000.0,13 Minutes,2017
3018,The Journey,155000.0,The Journey,2017
3019,The Void,151000.0,The Void,2017
3020,Blade of the Immortal,151000.0,Blade of the Immortal,2017
3021,Thelma,147000.0,Thelma,2017
3022,BPM (Beats Per Minute),125000.0,BPM (Beats Per Minute),2017
3023,Explosion,123000.0,Explosion,2017
3024,The King's Choice,113000.0,The King's Choice,2017
3025,Slack Bay,113000.0,Slack Bay,2017
3026,Like Crazy (2017),107000.0,Like Crazy (2017),2017
3027,Fabricated City,105000.0,Fabricated City,2017
3028,The Lure,102000.0,The Lure,2017
3029,Score: A Film Music Documentary,101000.0,Score: A Film Music Documentary,2017
3030,Munna Michael,99600.0,Munna Michael,2017
3031,The Mayor,96800.0,The Mayor,2017
